,Station,Dates,pH,Dissolved Oxygen (mg/L),Water Temperature (°C),Suspended solids (mg/L),Conductivity (μS/cm),5-Day Biochemical Oxygen Demand (mg/L),Ammonia-Nitrogen (mg/L),Total Phosphorus (mg/L),Nitrate-Nitrogen (mg/L),Nitrite-Nitrogen (mg/L)
266,KN5,11/21/2018,7.2,7.2,28.0,9.2,16805,4.5,0.24,1.6,5.3,0.2
267,KN5,12/5/2018,6.9,6.8,26.3,13.0,16155,11.0,1.5,1.2,5.0,0.83
268,KN7,1/4/2018,6.9,8.1,23.3,6.0,6165,6.9,1.8,1.4,4.3,0.77
269,KN7,2/8/2018,6.9,8.6,19.9,6.0,6407,11.0,1.4,1.4,4.8,1.2
270,KN7,3/15/2018,6.9,7.8,24.4,9.5,8665,9.5,1.5,1.5,3.2,1.2
271,KN7,4/27/2018,6.9,7.6,26.6,1.9,9044,3.6,0.42,1.9,5.4,0.53
272,KN7,5/25/2018,7.0,7.1,30.7,5.7,9682,4.4,0.28,2.0,6.7,0.41
273,KN7,6/22/2018,7.0,7.3,30.3,3.0,8462,3.0,0.33,1.1,5.4,0.38
274,KN7,7/20/2018,6.9,7.2,29.6,4.8,11038,3.2,0.55,0.96,5.3,0.66
275,KN7,8/24/2018,7.1,7.1,30.0,3.8,12118,1.7,0.27,0.81,4.7,0.3
276,KN7,9/14/2018,6.9,7.1,30.4,3.0,13140,2.9,0.34,1.1,5.2,0.39
277,KN7,10/15/2018,7.1,7.5,27.9,8.8,13903,5.4,0.34,1.5,5.3,0.47
278,KN7,11/21/2018,7.2,7.4,27.9,7.2,16901,2.5,0.21,1.5,5.3,0.19
279,KN7,12/5/2018,6.9,7.4,26.8,12.0,16159,11.0,1.4,1.2,4.8,0.81
280,KT1,1/5/2018,6.8,4.7,20.8,5.7,307,8.4,9.8,1.3,0.27,0.059
281,KT1,2/2/2018,7.2,5.2,15.1,5.4,271,7.0,7.9,0.92,0.68,0.14
282,KT1,3/9/2018,6.6,6.3,17.5,8.0,298,16.0,8.9,1.5,0.44,0.29
283,KT1,4/6/2018,7.2,2.6,24.7,31.0,407,24.0,14.0,2.9,0.002,0.007
284,KT1,5/4/2018,7.4,6.0,26.1,13.0,386,8.9,7.8,1.4,0.75,0.17
285,KT1,6/4/2018,7.1,3.6,29.5,18.0,340,54.0,5.1,1.1,0.46,0.2
286,KT1,7/6/2018,7.0,6.4,29.9,7.1,285,5.5,3.3,0.73,1.1,0.36
287,KT1,8/3/2018,7.1,5.1,29.2,8.9,212,4.2,3.6,0.79,0.93,0.24
288,KT1,9/5/2018,7.0,7.2,28.8,5.6,229,3.3,1.1,0.35,0.85,0.19
289,KT1,10/4/2018,7.1,7.3,24.6,4.6,263,4.7,3.2,0.61,0.82,0.3
290,KT1,11/22/2018,7.6,4.6,23.9,18.0,594,11.0,3.5,0.86,1.2,0.27
291,KT1,12/3/2018,7.2,5.0,23.9,16.0,269,8.5,4.6,0.9,0.92,0.21
292,KT2,1/5/2018,7.0,4.1,21.4,67.0,320,86.0,14.0,3.8,0.002,0.012
293,KT2,2/2/2018,7.4,5.4,14.7,9.8,293,17.0,9.8,1.4,0.21,0.13
294,KT2,3/9/2018,7.1,3.1,18.0,36.0,369,63.0,9.8,2.5,0.002,0.014
295,KT2,4/6/2018,7.2,3.2,24.6,49.0,397,25.0,11.0,2.6,0.37,0.16
296,KT2,5/4/2018,7.4,5.1,26.1,27.0,442,23.0,8.9,1.4,0.66,0.11
297,KT2,6/4/2018,7.3,2.7,29.4,32.0,425,32.0,6.8,1.9,0.34,0.11
298,KT2,7/6/2018,7.4,1.5,31.0,31.0,389,28.0,7.2,2.4,0.004,0.003
299,KT2,8/3/2018,7.3,2.7,29.6,18.0,372,16.0,6.0,1.7,0.36,0.13
300,KT2,9/5/2018,7.1,7.3,29.5,7.8,195,3.7,1.0,0.35,0.4,0.083
301,KT2,10/4/2018,7.4,6.9,25.5,13.0,288,10.0,4.9,1.1,0.65,0.13
302,KT2,11/22/2018,7.6,2.6,24.1,38.0,443,71.0,15.0,3.5,0.002,0.019
303,KT2,12/3/2018,7.3,2.3,24.7,42.0,347,46.0,9.1,2.3,0.004,0.004
304,KW3,1/22/2018,7.7,10.1,19.0,4.0,8034,2.7,0.55,0.13,1.9,0.23
305,KW3,2/1/2018,7.7,9.9,11.6,1.3,12638,2.6,0.81,0.11,2.0,0.24
306,KW3,3/19/2018,7.9,8.7,22.3,15.0,15737,7.7,1.1,0.4,2.2,0.44
307,KW3,4/26/2018,8.4,8.5,23.4,180.0,683,5.3,0.086,0.3,1.5,0.024
308,KW3,5/11/2018,7.7,9.3,24.0,4.1,12038,1.8,0.48,0.16,2.4,0.23
309,KW3,6/14/2018,7.2,7.7,25.6,1.4,7927,1.0,0.35,0.08,2.5,0.091
310,KW3,7/16/2018,7.2,8.0,26.4,2.9,1292,4.7,0.24,0.14,1.4,0.04
311,KW3,8/16/2018,7.2,7.8,26.7,1.8,4366,1.5,0.41,0.08,1.5,0.082
312,KW3,9/13/2018,7.3,7.9,25.2,4.6,3328,4.1,0.84,0.17,1.7,0.13
313,KW3,10/18/2018,7.3,8.5,22.2,4.8,4101,4.8,1.3,0.1,1.6,0.14
314,KW3,11/15/2018,7.4,8.5,22.2,29.0,8517,2.3,0.44,0.06,2.2,0.21
315,KW3,12/8/2018,7.2,9.1,19.6,2.5,9896,0.8,0.34,0.05,2.3,0.043
316,KY1,1/4/2018,7.3,9.5,16.8,2.7,122,0.9,0.075,0.09,0.57,0.008
317,KY1,2/8/2018,7.0,10.4,12.3,1.0,82,0.2,0.017,0.06,0.64,0.015
318,KY1,3/15/2018,7.6,9.0,19.2,7.8,129,0.3,0.017,0.09,0.53,0.004
319,KY1,4/27/2018,7.2,8.4,20.9,2.0,103,0.4,0.019,0.1,0.41,0.002
320,KY1,5/25/2018,7.0,7.5,26.6,3.2,164,0.5,0.023,0.1,0.24,0.002
321,KY1,6/22/2018,7.7,7.9,25.2,16.0,114,1.7,0.034,0.16,0.63,0.018
322,KY1,7/20/2018,6.8,8.3,23.9,4.0,104,0.1,0.02,0.09,0.59,0.003
323,KY1,8/24/2018,6.9,8.1,24.3,4.2,108,0.1,0.016,0.07,0.54,0.002
324,KY1,9/14/2018,7.4,8.1,25.1,3.6,124,0.3,0.011,0.08,0.46,0.002
325,KY1,10/15/2018,6.9,8.5,21.6,8.6,118,1.5,0.018,0.13,0.86,0.012
326,KY1,11/21/2018,8.4,8.3,22.0,5.6,62,0.2,0.019,0.12,0.5,0.002
327,KY1,12/5/2018,7.7,8.5,20.7,6.2,187,0.5,0.018,0.12,0.56,0.002
328,MW1,1/29/2018,7.6,10.1,13.2,0.5,1833,0.5,0.044,0.12,0.64,0.01
329,MW1,2/22/2018,7.3,7.1,17.7,7.1,21096,0.9,0.45,0.13,0.53,0.033
330,MW1,3/23/2018,7.7,7.9,21.2,5.8,26374,1.0,0.15,0.13,0.32,0.015
331,MW1,4/25/2018,6.9,7.2,22.2,5.8,1046,0.9,0.13,0.16,0.99,0.005
332,MW1,5/17/2018,8.0,6.5,29.0,3.4,39425,1.1,0.13,0.08,0.34,0.016
333,MW1,6/21/2018,7.1,7.9,27.0,3.4,475,0.8,0.036,0.2,0.54,0.009
334,MW1,7/27/2018,7.4,7.3,28.5,2.3,13604,0.3,0.036,0.1,0.19,0.008
335,MW1,8/23/2018,6.2,8.1,25.5,1.0,33,0.1,0.023,0.04,0.45,0.002
336,MW1,9/19/2018,6.6,7.9,26.8,0.7,97,0.3,0.011,0.05,0.38,0.002
337,MW1,10/24/2018,7.4,7.8,24.0,0.9,4753,0.2,0.078,0.09,0.29,0.02
338,MW1,11/23/2018,7.7,8.7,21.9,1.8,9683,0.5,0.078,0.09,0.22,0.012
339,MW1,12/17/2018,7.5,9.6,17.5,1.7,564,0.3,0.024,0.09,0.38,0.004
340,MW2,1/29/2018,7.4,10.8,12.6,2.1,1363,1.5,0.95,0.2,0.5,0.042
341,MW2,2/22/2018,7.2,7.5,17.8,6.8,15948,1.7,0.8,0.18,0.58,0.062
342,MW2,3/23/2018,7.8,6.8,21.6,8.0,39875,1.0,0.22,0.08,0.24,0.012
343,MW2,4/25/2018,7.1,5.6,23.0,3.1,784,2.9,1.1,0.35,0.51,0.061
344,MW2,5/17/2018,8.0,6.8,29.7,6.0,44646,1.3,0.23,0.08,0.31,0.02
345,MW2,6/21/2018,7.3,7.2,28.1,2.9,467,2.3,0.64,0.26,0.34,0.026
346,MW2,7/27/2018,7.4,7.6,28.9,4.8,6977,0.5,0.11,0.06,0.13,0.005
347,MW2,8/23/2018,6.5,7.9,26.3,3.4,68,0.3,0.026,0.04,0.15,0.003
348,MW2,9/19/2018,6.6,8.1,26.7,2.5,88,0.5,0.033,0.04,0.14,0.003
349,MW2,10/24/2018,7.2,7.6,23.6,3.4,2722,0.7,0.42,0.09,0.21,0.014
350,MW2,11/23/2018,7.8,8.8,23.0,4.6,20527,0.8,0.25,0.09,0.22,0.025
351,MW2,12/17/2018,7.4,10.2,18.2,2.8,284,1.2,0.41,0.11,0.38,0.026
352,MW3,1/29/2018,6.3,9.9,15.1,0.6,89,0.3,0.014,0.08,0.53,0.002
353,MW3,2/22/2018,5.8,8.5,18.2,1.4,85,0.3,0.016,0.07,0.65,0.002
354,MW3,3/23/2018,5.9,10.3,21.2,2.3,95,0.8,0.015,0.1,0.49,0.002
355,MW3,4/25/2018,6.2,6.8,22.5,3.7,107,0.5,0.026,0.1,0.64,0.002
356,MW3,5/17/2018,6.3,7.5,26.7,2.4,100,0.3,0.017,0.1,0.43,0.002
357,MW3,6/21/2018,6.3,7.4,26.7,1.8,127,0.5,0.022,0.12,0.63,0.006
358,MW3,7/27/2018,6.1,8.0,27.0,0.9,96,0.2,0.014,0.03,0.23,0.002
359,MW3,8/23/2018,6.2,8.1,25.4,1.2,48,0.1,0.016,0.02,0.45,0.002
360,MW3,9/19/2018,6.2,7.9,27.3,0.7,46,0.3,0.007,0.02,0.37,0.002
361,MW3,10/24/2018,6.4,8.2,23.4,0.6,97,0.2,0.012,0.05,0.19,0.002
362,MW3,11/23/2018,7.3,8.7,21.9,0.9,65,0.5,0.017,0.07,0.22,0.002
363,MW3,12/17/2018,6.6,9.6,18.4,0.8,64,0.4,0.01,0.06,0.25,0.002
364,MW4,1/29/2018,6.8,9.2,12.3,12.0,20734,0.9,0.68,0.1,0.24,0.013
365,MW4,2/22/2018,6.9,6.3,18.0,8.8,18285,0.7,0.64,0.11,0.57,0.023
366,MW4,3/23/2018,7.8,6.7,22.0,8.2,39975,1.3,0.27,0.09,0.19,0.011
367,MW4,4/25/2018,7.1,5.2,23.6,24.0,12605,2.7,1.4,0.26,0.35,0.024
368,MW4,5/17/2018,8.0,6.7,29.7,6.6,46862,1.3,0.15,0.05,0.32,0.02
369,MW4,6/21/2018,7.4,6.5,29.1,15.0,12984,1.6,0.85,0.17,0.18,0.015
370,MW4,7/27/2018,7.2,7.6,29.2,2.7,11262,0.4,0.2,0.09,0.2,0.005
371,MW4,8/23/2018,6.7,7.3,26.7,4.6,558,0.3,0.083,0.09,0.57,0.004
372,MW4,9/19/2018,6.7,7.3,28.6,13.0,1036,0.7,0.16,0.07,0.44,0.005
373,MW4,10/24/2018,7.4,6.3,24.7,5.6,21740,0.6,0.26,0.08,0.24,0.011
374,MW4,11/23/2018,7.5,7.4,23.1,6.9,34163,1.7,0.24,0.1,0.25,0.033
375,MW4,12/17/2018,7.1,9.2,17.3,3.3,5007,0.7,1.1,0.09,0.21,0.015
376,MW5,1/29/2018,7.2,9.5,12.2,3.8,3847,1.8,0.97,0.2,0.37,0.038
377,MW5,2/22/2018,7.0,6.3,17.5,6.9,1157,2.5,1.7,0.32,0.3,0.062
378,MW5,3/23/2018,7.4,8.0,21.1,12.0,1165,1.6,1.1,0.26,0.24,0.066
379,MW5,4/25/2018,7.1,5.6,23.0,16.0,1903,3.0,1.9,0.43,0.19,0.055
380,MW5,5/17/2018,7.4,5.6,30.4,8.2,21396,2.2,1.7,0.32,0.32,0.083
381,MW5,6/21/2018,7.2,7.1,28.5,10.0,1049,2.9,0.77,0.23,0.2,0.06
382,MW5,7/27/2018,7.4,7.5,30.7,37.0,8270,1.2,0.26,0.07,0.17,0.011
383,MW5,8/23/2018,6.7,7.9,26.3,3.7,298,0.3,0.11,0.04,0.29,0.005
384,MW5,9/19/2018,6.7,7.7,27.5,3.8,133,0.8,0.12,0.04,0.26,0.004
385,MW5,10/24/2018,6.9,7.4,24.2,3.9,461,0.8,0.31,0.08,0.22,0.03
386,MW5,11/23/2018,8.0,8.8,21.9,3.6,2263,2.2,0.76,0.11,0.14,0.039
387,MW5,12/17/2018,7.2,9.3,16.5,1.1,360,0.9,0.71,0.08,0.24,0.022
388,PR1,1/19/2018,7.5,7.8,18.7,3.4,23493,1.6,0.58,0.2,0.32,0.014
389,PR1,2/26/2018,7.5,7.3,18.0,5.1,13234,2.1,2.2,0.2,0.57,0.03
390,PR1,3/21/2018,7.4,7.3,19.1,3.0,24818,1.2,0.83,0.47,0.38,0.021
391,PR1,4/19/2018,7.4,5.9,23.3,13.0,23419,2.0,1.8,0.16,0.29,0.025
392,PR1,5/16/2018,7.4,6.3,29.3,3.2,23269,4.3,1.2,0.1,0.3,0.021
393,PR1,6/20/2018,7.5,6.9,28.6,3.6,13114,1.3,0.36,0.04,0.27,0.012
394,PR1,7/26/2018,7.5,7.6,29.6,3.3,12328,0.8,0.14,0.04,0.25,0.006
395,PR1,8/22/2018,7.1,7.4,27.5,4.6,7671,0.6,0.11,0.03,0.35,0.006
396,PR1,9/10/2018,7.0,7.7,27.0,2.1,11126,0.8,0.088,0.06,0.17,0.016
397,PR1,10/11/2018,7.0,7.7,24.0,3.2,7464,0.8,0.41,0.05,0.51,0.017
398,PR1,11/12/2018,7.2,7.4,23.9,9.3,16087,0.6,0.37,0.07,0.36,0.013
399,PR1,12/10/2018,7.2,7.6,19.1,3.8,16985,2.8,1.9,0.21,0.4,0.02
400,PR2,1/19/2018,7.1,8.6,18.2,2.4,136,0.5,0.15,0.03,0.35,0.004
401,PR2,2/26/2018,7.3,7.7,19.2,4.6,127,1.1,0.18,0.02,0.41,0.008
402,PR2,3/21/2018,7.4,8.5,19.6,4.6,143,1.1,0.17,0.05,0.27,0.006
403,PR2,4/19/2018,7.2,7.7,23.0,3.4,162,1.1,0.15,0.02,0.18,0.011
404,PR2,5/16/2018,7.1,7.2,26.8,5.4,193,2.7,0.26,0.06,0.3,0.006
405,PR2,6/20/2018,7.4,8.2,27.4,3.6,143,0.7,0.061,0.03,0.21,0.003
406,PR2,7/26/2018,6.8,8.4,27.7,2.9,112,0.7,0.026,0.02,0.2,0.002
407,PR2,8/22/2018,7.2,8.2,26.3,3.1,64,0.5,0.02,0.02,0.25,0.002
408,PR2,9/10/2018,6.9,8.6,25.8,2.1,69,0.3,0.033,0.04,0.14,0.014
409,PR2,10/11/2018,6.9,8.6,23.1,2.2,120,0.5,0.059,0.03,0.39,0.006
410,PR2,11/12/2018,7.4,8.7,22.6,2.4,132,0.5,0.055,0.03,0.26,0.002
411,PR2,12/10/2018,7.4,8.9,18.5,3.4,100,0.6,0.1,0.03,0.37,0.002
412,PR5,1/19/2018,7.3,7.7,17.9,1.8,157,1.4,0.63,0.16,0.85,0.076
413,PR5,2/26/2018,7.8,8.8,17.4,0.9,125,0.1,0.2,0.05,0.49,0.002
414,PR5,3/21/2018,7.7,9.4,18.6,0.9,167,5.3,0.012,0.02,0.47,0.002
415,PR5,4/19/2018,7.5,8.4,21.9,0.9,154,0.2,0.4,0.04,0.53,0.009
416,PR5,5/16/2018,7.2,5.3,28.0,11.0,374,6.9,0.85,0.23,1.3,0.16
417,PR5,6/20/2018,7.1,6.9,27.8,3.4,228,1.9,0.38,0.13,1.2,0.1
418,PR5,7/26/2018,8.0,6.1,29.5,2.6,250,4.9,0.19,0.1,0.82,0.05
419,PR5,8/22/2018,7.2,7.0,28.2,1.9,150,1.5,0.17,0.07,0.89,0.024
420,PR5,9/10/2018,7.1,7.1,27.9,6.6,157,0.9,0.2,0.08,0.77,0.02
421,PR5,10/11/2018,7.8,7.6,25.6,2.0,211,0.4,0.17,0.04,0.67,0.014
422,PR5,11/12/2018,7.5,7.3,24.6,2.2,201,2.1,0.23,0.15,1.0,0.041
423,PR5,12/10/2018,7.2,7.0,19.6,1.8,165,1.3,0.48,0.13,1.4,0.084
424,PR6,1/19/2018,6.9,8.4,17.6,1.3,148,1.5,0.32,0.15,1.6,0.048
425,PR6,2/26/2018,7.2,8.0,18.0,1.4,141,1.8,0.51,0.17,2.3,0.1
426,PR6,3/21/2018,6.7,8.5,18.8,1.0,154,2.3,0.26,0.19,1.9,0.094
427,PR6,4/19/2018,7.2,8.1,22.9,2.3,162,1.4,0.22,0.12,1.2,0.055
428,PR6,5/16/2018,6.9,7.4,26.4,17.0,215,4.0,0.26,0.12,1.5,0.066
429,PR6,6/20/2018,7.2,9.2,27.2,1.4,192,0.8,0.081,0.1,1.3,0.012
430,PR6,7/26/2018,6.8,8.2,28.4,3.9,189,1.0,0.096,0.11,1.3,0.011
431,PR6,8/22/2018,7.1,8.0,27.0,2.3,121,0.5,0.058,0.05,1.2,0.006
432,PR6,9/10/2018,6.8,8.3,25.6,1.7,121,0.2,0.095,0.09,1.5,0.014
433,PR6,10/11/2018,7.2,8.3,22.8,12.0,171,0.9,0.13,0.1,1.7,0.023
434,PR6,11/12/2018,7.3,8.6,23.4,1.7,183,1.2,0.18,0.11,1.9,0.053
435,PR6,12/10/2018,7.2,9.3,18.3,1.3,132,1.3,0.17,0.09,2.1,0.038
436,PR7,1/19/2018,7.6,8.9,18.1,2.2,543,1.2,0.31,0.09,0.94,0.081
437,PR7,2/26/2018,7.7,9.9,18.1,2.1,1229,1.3,0.12,0.09,1.0,0.041
438,PR7,3/21/2018,7.9,7.7,19.9,2.6,24989,1.1,0.11,0.08,0.43,0.016
439,PR7,4/19/2018,7.8,7.0,23.3,1.2,28295,1.0,0.18,0.08,0.62,0.023
440,PR7,5/16/2018,7.8,8.1,28.4,2.0,11761,2.5,0.12,0.08,0.54,0.014
441,PR7,6/20/2018,7.7,8.6,28.0,1.6,677,0.8,0.048,0.07,0.57,0.013
442,PR7,7/26/2018,7.7,8.6,29.8,3.4,1250,0.4,0.039,0.04,0.41,0.006
443,PR7,8/22/2018,7.3,8.2,27.4,2.9,188,0.6,0.037,0.04,0.5,0.007
444,PR7,9/10/2018,7.7,8.3,26.0,2.2,3083,0.9,0.062,0.05,0.31,0.02
445,PR7,10/11/2018,8.4,8.5,23.6,2.5,2688,0.7,0.076,0.05,0.57,0.011
446,PR7,11/12/2018,7.8,9.6,24.3,1.7,511,0.7,0.039,0.07,0.73,0.006
447,PR7,12/10/2018,7.4,9.3,18.5,1.8,1246,1.0,0.048,0.05,0.76,0.009
448,PR8,1/19/2018,8.2,8.8,18.3,1.3,265,2.3,0.3,0.1,0.92,0.097
449,PR8,2/26/2018,7.8,9.1,18.1,1.9,177,4.9,0.062,0.14,0.92,0.038
450,PR8,3/21/2018,7.7,9.2,19.1,1.6,386,2.5,0.06,0.11,1.2,0.045
451,PR8,4/19/2018,7.5,8.1,23.3,3.1,246,4.4,0.076,0.1,1.1,0.021
452,PR8,5/16/2018,7.5,7.4,26.2,1.3,387,6.1,0.036,0.07,0.87,0.011
453,PR8,6/20/2018,7.3,8.2,27.2,2.0,197,1.2,0.058,0.07,0.84,0.026
454,PR8,7/26/2018,7.2,8.0,29.0,2.5,189,1.7,0.006,0.05,0.66,0.011
455,PR8,8/22/2018,7.4,7.8,27.0,4.0,211,1.6,0.036,0.04,0.55,0.008
456,PR8,9/10/2018,7.4,8.2,26.0,2.6,254,1.1,0.052,0.11,0.46,0.029
457,PR8,10/11/2018,9.0,8.2,23.7,3.0,311,2.1,0.19,0.07,0.8,0.019
458,PR8,11/12/2018,7.6,8.4,23.9,13.0,357,3.4,0.012,0.08,0.88,0.01
459,PR8,12/10/2018,7.6,8.7,19.1,2.1,322,2.1,0.025,0.06,1.0,0.006
460,RB1,1/3/2018,7.3,9.5,22.0,4.4,163,6.0,0.38,0.32,0.89,0.11
461,RB1,2/21/2018,7.7,9.0,20.4,5.4,190,5.8,1.2,0.37,1.1,0.18
462,RB1,3/12/2018,7.6,9.9,24.2,8.4,190,4.0,0.45,0.35,0.94,0.13
463,RB1,4/4/2018,7.1,9.8,25.2,10.0,246,6.3,0.28,0.71,0.96,0.24
464,RB1,5/3/2018,9.0,11.0,31.4,48.0,308,11.0,0.2,0.43,1.6,0.23
465,RB1,6/1/2018,8.2,8.2,31.5,19.0,336,3.6,0.12,0.59,1.3,0.11
466,RB1,7/5/2018,7.0,8.1,28.9,27.0,199,3.1,0.19,0.39,0.7,0.068
467,RB1,8/1/2018,7.6,9.1,29.7,3.1,188,9.9,0.098,0.24,0.62,0.067
468,RB1,9/3/2018,6.7,7.6,26.5,390.0,84,6.4,0.31,0.34,0.48,0.016
469,RB1,10/3/2018,7.5,8.5,27.6,2.1,156,1.2,0.19,0.1,0.43,0.096
470,RB1,11/2/2018,7.7,9.7,21.7,2.6,166,2.0,0.29,0.17,0.7,0.13
471,RB1,12/12/2018,7.7,10.6,15.1,2.4,138,1.8,0.34,0.22,0.96,0.15
472,RB2,1/3/2018,6.9,8.0,20.0,4.8,238,9.0,3.0,0.4,0.39,0.17
473,RB2,2/21/2018,7.4,8.9,20.9,7.9,232,6.7,3.0,0.48,0.32,0.046
474,RB2,3/12/2018,6.9,8.6,22.3,6.1,244,4.3,1.9,0.49,0.81,0.16
475,RB2,4/4/2018,7.0,11.5,27.4,3.4,263,2.1,1.7,0.33,0.34,0.057
476,RB2,5/3/2018,7.4,7.1,31.1,38.0,437,14.0,2.1,0.36,0.27,0.066
477,RB2,6/1/2018,7.6,7.6,33.4,14.0,580,14.0,1.7,0.63,0.33,0.069
478,RB2,7/5/2018,7.0,7.0,28.5,7.1,257,5.3,0.78,0.25,0.43,0.097
479,RB2,8/1/2018,7.1,7.3,29.0,5.0,251,2.7,0.84,0.23,0.57,0.14
480,RB2,9/3/2018,6.4,7.6,26.9,16.0,132,0.9,0.16,0.14,0.57,0.017
481,RB2,10/3/2018,7.1,8.4,24.5,3.6,186,1.9,0.55,0.1,0.5,0.088
482,RB2,11/2/2018,7.1,9.9,22.0,2.8,204,2.9,0.43,0.14,0.76,0.26
483,RB2,12/12/2018,7.3,9.5,17.0,3.6,191,2.2,1.7,0.26,0.81,0.2
484,RB3,1/3/2018,7.1,9.2,21.4,9.0,222,24.0,2.8,0.59,0.14,0.12
485,RB3,2/21/2018,7.4,7.3,20.8,17.0,333,14.0,4.7,0.79,0.27,0.07
486,RB3,3/12/2018,7.3,9.6,21.4,46.0,315,9.4,2.9,1.1,0.88,0.11
487,RB3,4/4/2018,7.2,6.4,26.8,270.0,576,12.0,2.2,1.2,1.5,0.11
488,RB3,5/3/2018,7.1,4.3,28.0,56.0,445,4.1,1.8,0.38,2.3,0.13
489,RB3,6/1/2018,7.2,5.3,32.9,45.0,728,4.5,2.0,0.46,6.0,0.19
490,RB3,7/5/2018,7.1,6.9,28.9,17.0,329,5.1,1.0,0.28,0.44,0.15
491,RB3,8/1/2018,7.1,6.2,30.4,37.0,358,1.2,1.3,0.41,1.0,0.12
492,RB3,9/3/2018,6.8,8.0,27.1,10.0,149,1.0,0.23,0.36,0.57,0.034
493,RB3,10/3/2018,7.3,8.7,26.1,15.0,209,4.7,0.58,0.11,0.54,0.11
494,RB3,11/2/2018,7.3,12.0,21.8,8.2,209,11.0,0.77,0.26,0.71,0.13
495,RB3,12/12/2018,7.6,8.6,16.9,4.0,350,5.5,1.3,1.2,1.9,0.16
496,TC1,1/29/2018,6.9,9.4,14.7,0.6,67,0.4,0.008,0.02,0.058,0.002
497,TC1,2/22/2018,6.9,9.0,17.7,1.6,66,0.3,0.005,0.02,0.071,0.002
498,TC1,3/23/2018,6.8,8.7,21.6,7.9,8478,0.4,0.034,0.03,0.056,0.002
499,TC1,4/25/2018,6.6,8.1,22.4,0.8,64,0.4,0.008,0.02,0.054,0.002
500,TC1,5/17/2018,6.5,5.5,27.5,2.6,11809,0.9,0.052,0.02,0.19,0.014
501,TC1,6/21/2018,6.4,7.8,27.3,1.3,109,0.4,0.015,0.04,0.002,0.002
502,TC1,7/27/2018,6.5,7.4,27.4,0.9,129,0.3,0.01,0.02,0.053,0.002
503,TC1,8/23/2018,6.2,7.8,25.9,1.3,52,0.1,0.012,0.02,0.21,0.002
504,TC1,9/19/2018,6.1,7.7,26.7,1.0,51,0.1,0.005,0.02,0.14,0.002
505,TC1,10/24/2018,6.3,7.9,24.0,0.5,65,0.1,0.018,0.02,0.076,0.002
506,TC1,11/23/2018,7.0,8.0,22.4,0.9,54,0.3,0.011,0.02,0.036,0.002
507,TC1,12/17/2018,6.8,8.9,18.9,0.8,49,0.3,0.012,0.02,0.043,0.002
508,TC2,1/29/2018,7.4,10.8,13.4,1.3,75,1.0,0.037,0.02,0.11,0.003
509,TC2,2/22/2018,6.8,9.7,17.4,4.2,79,2.7,0.048,0.02,0.2,0.007
510,TC2,3/23/2018,8.6,8.9,27.5,5.1,109,1.0,0.017,0.03,0.013,0.002
511,TC2,4/25/2018,8.8,9.5,23.6,1.8,92,1.0,0.018,0.02,0.038,0.003
512,TC2,5/17/2018,8.5,7.6,34.5,5.1,8647,1.9,0.062,0.04,0.059,0.006
513,TC2,6/21/2018,10.0,8.3,33.1,3.4,188,1.1,0.006,0.02,0.002,0.002
514,TC2,7/27/2018,8.7,8.3,31.1,8.2,141,0.9,0.013,0.02,0.002,0.002
515,TC2,8/23/2018,7.0,8.3,26.8,2.2,69,0.1,0.055,0.02,0.23,0.004
516,TC2,9/19/2018,7.0,8.0,28.3,7.7,76,0.5,0.015,0.02,0.059,0.002
517,TC2,10/24/2018,7.2,8.7,24.6,1.9,112,0.3,0.035,0.02,0.073,0.003
518,TC2,11/23/2018,7.8,8.6,27.1,2.6,69,0.9,0.021,0.02,0.046,0.004
519,TC2,12/17/2018,8.1,9.7,21.4,3.2,77,1.0,0.049,0.03,0.087,0.007
520,TC3,1/29/2018,7.6,9.5,14.2,4.0,108,11.0,2.3,0.26,0.14,0.039
521,TC3,2/22/2018,7.5,8.8,18.0,2.3,97,5.2,1.9,0.18,0.15,0.033
522,TC3,3/23/2018,7.2,7.1,23.4,4.1,116,7.8,1.8,0.23,0.078,0.025
523,TC3,4/25/2018,7.2,6.6,23.4,7.7,96,13.0,1.2,0.12,0.095,0.022
524,TC3,5/17/2018,8.1,7.9,33.4,4.6,148,12.0,2.2,0.29,0.082,0.066
525,TC3,6/21/2018,7.6,7.9,28.5,3.0,131,12.0,0.78,0.09,0.065,0.021
526,TC3,7/27/2018,6.6,8.3,27.8,1.5,103,1.2,0.4,0.04,0.075,0.011
527,TC3,8/23/2018,6.3,8.3,26.1,1.5,45,0.5,0.017,0.02,0.061,0.002
528,TC3,9/19/2018,6.5,8.1,27.1,1.0,52,1.5,0.15,0.02,0.16,0.004
529,TC3,10/24/2018,6.7,8.2,24.2,2.2,115,4.7,1.2,0.1,0.12,0.048
530,TC3,11/23/2018,7.9,8.6,23.4,2.6,76,5.5,1.4,0.13,0.096,0.037
531,TC3,12/17/2018,7.5,9.1,19.7,2.4,85,3.4,2.0,0.18,0.13,0.052
532,TN1,1/17/2018,7.1,3.8,19.3,6.5,711,27.0,8.1,0.91,0.21,0.22
533,TN1,2/9/2018,7.9,5.4,17.9,22.0,1361,45.0,11.0,1.2,0.002,0.004
534,TN1,3/14/2018,7.2,3.5,21.0,22.0,674,27.0,9.9,0.95,0.002,0.002
